symbol,id,state,settlement_time,strike_price,contract_type,settlement_dt,underlying_asset_symbol,source,product_id,mark_price,spot_price,oi,oi_value_usd,spot_ref,moneyness_dev
C-ETH-2240-080526,133758.0,expired,2026-05-08T12:00:00Z,2240,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.023696517273219867
P-ETH-2240-080526,133757.0,expired,2026-05-08T12:00:00Z,2240,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.023696517273219867
C-ETH-2260-080526,133614.0,expired,2026-05-08T12:00:00Z,2260,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.01497952189173076
P-ETH-2260-080526,133613.0,expired,2026-05-08T12:00:00Z,2260,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.01497952189173076
C-ETH-2280-080526,133588.0,expired,2026-05-08T12:00:00Z,2280,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.006262526510241651
C-ETH-2320-080526,133587.0,expired,2026-05-08T12:00:00Z,2320,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.011171464252736565
C-ETH-2340-080526,133586.0,expired,2026-05-08T12:00:00Z,2340,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.019888459634225673
C-ETH-2360-080526,133585.0,expired,2026-05-08T12:00:00Z,2360,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.028605455015714782
C-ETH-2380-080526,133584.0,expired,2026-05-08T12:00:00Z,2380,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.03732245039720389
P-ETH-2280-080526,133580.0,expired,2026-05-08T12:00:00Z,2280,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.006262526510241651
P-ETH-2320-080526,133579.0,expired,2026-05-08T12:00:00Z,2320,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.011171464252736565
P-ETH-2340-080526,133578.0,expired,2026-05-08T12:00:00Z,2340,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.019888459634225673
P-ETH-2360-080526,133577.0,expired,2026-05-08T12:00:00Z,2360,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.028605455015714782
P-ETH-2380-080526,133576.0,expired,2026-05-08T12:00:00Z,2380,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.03732245039720389
C-ETH-2100-220526,133129.0,expired,2026-05-22T12:00:00Z,2100,call_options,2026-05-22 12:00:00+00:00,ETH,settled,,,,,,2128.87903994,0.013565373794470684
P-ETH-2100-220526,133127.0,expired,2026-05-22T12:00:00Z,2100,put_options,2026-05-22 12:00:00+00:00,ETH,settled,,,,,,2128.87903994,0.013565373794470684
C-ETH-2200-220526,133083.0,expired,2026-05-22T12:00:00Z,2200,call_options,2026-05-22 12:00:00+00:00,ETH,settled,,,,,,2128.87903994,0.03340770364388786
P-ETH-2200-220526,133078.0,expired,2026-05-22T12:00:00Z,2200,put_options,2026-05-22 12:00:00+00:00,ETH,settled,,,,,,2128.87903994,0.03340770364388786
C-ETH-2150-150526,132954.0,expired,2026-05-15T12:00:00Z,2150,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.04743002605561738
P-ETH-2150-150526,132953.0,expired,2026-05-15T12:00:00Z,2150,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.04743002605561738
